file,validated,source,document_number,major_version__v
/R&D/CH/Doc22_2/fileloc.pdf,TRUE,Migration,22.2,2
/R&D/CH/Doc22_3/fileloc.pdf,TRUE,Migration,22.3,3
/R&D/CH/Doc22_4/fileloc.pdf,FALSE,Migration,22.4,4
/R&D/UK/Doc23_1/fileloc.pdf,TRUE,Migration,23.1,1
/R&D/UK/Doc23_2/fileloc.pdf,TRUE,Migration,23.2,2
/R&D/UK/Doc23_3/fileloc.pdf,FALSE,Migration,23.3,3
/R&D/UK/Doc23_4/fileloc.pdf,FALSE,Migration,23.4,4
/R&D/ES/Doc24_1/fileloc.pdf,FALSE,Migration,24.1,1
/R&D/ES/Doc24_2/fileloc.pdf,TRUE,Migration,24.2,2
/R&D/ES/Doc24_3/fileloc.pdf,FALSE,Migration,24.3,3
/R&D/ES/Doc24_4/fileloc.pdf,TRUE,Migration,24.4,4
/R&D/DE/Doc25_1/fileloc.pdf,FALSE,Migration,25.1,1
/R&D/DE/Doc25_2/fileloc.pdf,FALSE,Migration,25.2,2
/R&D/DE/Doc25_3/fileloc.pdf,TRUE,Migration,25.3,3
/R&D/DE/Doc25_4/fileloc.pdf,FALSE,Migration,25.4,4
/R&D/DK/Doc26_1/fileloc.pdf,FALSE,Migration,26.1,1
/R&D/DK/Doc26_2/fileloc.pdf,TRUE,Migration,26.2,2
/R&D/DK/Doc26_3/fileloc.pdf,TRUE,Migration,26.3,3
/R&D/DK/Doc26_4/fileloc.pdf,TRUE,Migration,26.4,4
/R&D/CH/Doc27_1/fileloc.pdf,TRUE,Migration,27.1,1
/R&D/CH/Doc27_2/fileloc.pdf,FALSE,Migration,27.2,2
/R&D/CH/Doc27_3/fileloc.pdf,TRUE,Migration,27.3,3
/R&D/CH/Doc27_4/fileloc.pdf,FALSE,Migration,27.4,4
/R&D/UK/Doc28_1/fileloc.pdf,TRUE,Migration,28.1,1
/R&D/UK/Doc28_2/fileloc.pdf,FALSE,Migration,28.2,2
/R&D/UK/Doc28_3/fileloc.pdf,TRUE,Migration,28.3,3
/R&D/UK/Doc28_4/fileloc.pdf,TRUE,Migration,28.4,4
/R&D/ES/Doc29_1/fileloc.pdf,FALSE,Migration,29.1,1
/R&D/ES/Doc29_2/fileloc.pdf,TRUE,Migration,29.2,2
/R&D/ES/Doc29_3/fileloc.pdf,TRUE,Migration,29.3,3
/R&D/ES/Doc29_4/fileloc.pdf,TRUE,Migration,29.4,4
/R&D/DE/Doc30_1/fileloc.pdf,TRUE,Migration,30.1,1
/R&D/DE/Doc30_2/fileloc.pdf,TRUE,Migration,30.2,2
/R&D/DE/Doc30_3/fileloc.pdf,FALSE,Migration,30.3,3
/R&D/DE/Doc30_4/fileloc.pdf,FALSE,Migration,30.4,4
/R&D/DK/Doc31_1/fileloc.pdf,TRUE,Migration,31.1,1
/R&D/DK/Doc31_2/fileloc.pdf,TRUE,Migration,31.2,2
/R&D/DK/Doc31_3/fileloc.pdf,TRUE,Migration,31.3,3
/R&D/DK/Doc31_4/fileloc.pdf,FALSE,Migration,31.4,4
/R&D/CH/Doc32_1/fileloc.pdf,FALSE,Migration,32.1,1
/R&D/CH/Doc32_2/fileloc.pdf,FALSE,Migration,32.2,2
/R&D/CH/Doc32_3/fileloc.pdf,FALSE,Migration,32.3,3
/R&D/CH/Doc32_4/fileloc.pdf,TRUE,Migration,32.4,4
/R&D/UK/Doc33_1/fileloc.pdf,FALSE,Migration,33.1,1
/R&D/UK/Doc33_2/fileloc.pdf,TRUE,Migration,33.2,2
/R&D/UK/Doc33_3/fileloc.pdf,FALSE,Migration,33.3,3
/R&D/UK/Doc33_4/fileloc.pdf,TRUE,Migration,33.4,4
/CE/ES/Doc34_1/fileloc.pdf,FALSE,Migration,34.1,1
/CE/ES/Doc34_2/fileloc.pdf,FALSE,Migration,34.2,2
/CE/ES/Doc34_3/fileloc.pdf,FALSE,Migration,34.3,3
/CE/ES/Doc34_4/fileloc.pdf,TRUE,Migration,34.4,4
/R&D/DE/Doc35_1/fileloc.pdf,TRUE,Migration,35.1,1
/R&D/DE/Doc35_2/fileloc.pdf,TRUE,Migration,35.2,2
/R&D/DE/Doc35_3/fileloc.pdf,TRUE,Migration,35.3,3
/R&D/DE/Doc35_4/fileloc.pdf,TRUE,Migration,35.4,4
/R&D/DK/Doc36_1/fileloc.pdf,TRUE,Migration,36.1,1
/R&D/DK/Doc36_2/fileloc.pdf,TRUE,Migration,36.2,2
/R&D/DK/Doc36_3/fileloc.pdf,FALSE,Migration,36.3,3
/R&D/DK/Doc36_4/fileloc.pdf,FALSE,Migration,36.4,4
/R&D/CH/Doc37_1/fileloc.pdf,TRUE,Migration,37.1,1
/R&D/CH/Doc37_2/fileloc.pdf,FALSE,Migration,37.2,2
/R&D/CH/Doc37_3/fileloc.pdf,FALSE,Migration,37.3,3
/R&D/CH/Doc37_4/fileloc.pdf,TRUE,Migration,37.4,4
/R&D/UK/Doc38_1/fileloc.pdf,TRUE,Migration,38.1,1
/R&D/UK/Doc38_2/fileloc.pdf,TRUE,Migration,38.2,2
/R&D/UK/Doc38_3/fileloc.pdf,TRUE,Migration,38.3,3
/R&D/UK/Doc38_4/fileloc.pdf,FALSE,Migration,38.4,4
/R&D/ES/Doc39_1/fileloc.pdf,TRUE,Migration,39.1,1
/R&D/ES/Doc39_2/fileloc.pdf,FALSE,Migration,39.2,2
/R&D/ES/Doc39_3/fileloc.pdf,TRUE,Migration,39.3,3
/R&D/ES/Doc39_4/fileloc.pdf,FALSE,Migration,39.4,4
/R&D/DE/Doc40_1/fileloc.pdf,FALSE,Migration,40.1,1
/R&D/DE/Doc40_2/fileloc.pdf,FALSE,Migration,40.2,2
/R&D/DE/Doc40_3/fileloc.pdf,TRUE,Migration,40.3,3
/R&D/DE/Doc40_4/fileloc.pdf,FALSE,Migration,40.4,4
/R&D/DK/Doc41_1/fileloc.pdf,FALSE,Migration,41.1,1
/R&D/DK/Doc41_2/fileloc.pdf,FALSE,Migration,41.2,2
/R&D/DK/Doc41_3/fileloc.pdf,TRUE,Migration,41.3,3
/R&D/DK/Doc41_4/fileloc.pdf,TRUE,Migration,41.4,4
/R&D/CH/Doc42_1/fileloc.pdf,FALSE,Migration,42.1,1
/R&D/CH/Doc42_2/fileloc.pdf,FALSE,Migration,42.2,2
/R&D/CH/Doc42_3/fileloc.pdf,TRUE,Migration,42.3,3
/R&D/CH/Doc42_4/fileloc.pdf,FALSE,Migration,42.4,4
/R&D/UK/Doc43_1/fileloc.pdf,TRUE,Migration,43.1,1
/R&D/UK/Doc43_2/fileloc.pdf,TRUE,Migration,43.2,2
/R&D/UK/Doc43_3/fileloc.pdf,TRUE,Migration,43.3,3
/R&D/UK/Doc43_4/fileloc.pdf,TRUE,Migration,43.4,4
/R&D/ES/Doc44_1/fileloc.pdf,TRUE,Migration,44.1,1
/R&D/ES/Doc44_2/fileloc.pdf,TRUE,Migration,44.2,2
/R&D/ES/Doc44_3/fileloc.pdf,TRUE,Migration,44.3,3
/R&D/ES/Doc44_4/fileloc.pdf,TRUE,Migration,44.4,4
/R&D/DE/Doc45_1/fileloc.pdf,FALSE,Migration,45.1,1
/R&D/DE/Doc45_2/fileloc.pdf,FALSE,Migration,45.2,2
/R&D/DE/Doc45_3/fileloc.pdf,TRUE,Migration,45.3,3
/R&D/DE/Doc45_4/fileloc.pdf,TRUE,Migration,45.4,4
/R&D/DK/Doc46_1/fileloc.pdf,TRUE,Migration,46.1,1
/R&D/DK/Doc46_2/fileloc.pdf,TRUE,Migration,46.2,2
/R&D/DK/Doc46_3/fileloc.pdf,TRUE,Migration,46.3,3
/R&D/DK/Doc46_4/fileloc.pdf,FALSE,Migration,46.4,4
/R&D/CH/Doc47_1/fileloc.pdf,FALSE,Migration,47.1,1
/R&D/CH/Doc47_2/fileloc.pdf,FALSE,Migration,47.2,2
/R&D/CH/Doc47_3/fileloc.pdf,TRUE,Migration,47.3,3
/R&D/CH/Doc47_4/fileloc.pdf,FALSE,Migration,47.4,4
/R&D/UK/Doc48_1/fileloc.pdf,TRUE,Migration,48.1,1
/R&D/UK/Doc48_2/fileloc.pdf,FALSE,Migration,48.2,2
/R&D/UK/Doc48_3/fileloc.pdf,FALSE,Migration,48.3,3
/R&D/UK/Doc48_4/fileloc.pdf,TRUE,Migration,48.4,4
/R&D/ES/Doc49_1/fileloc.pdf,TRUE,Migration,49.1,1
/R&D/ES/Doc49_2/fileloc.pdf,FALSE,Migration,49.2,2
/R&D/ES/Doc49_3/fileloc.pdf,TRUE,Migration,49.3,3
/R&D/ES/Doc49_4/fileloc.pdf,FALSE,Migration,49.4,4
/R&D/DE/Doc50_1/fileloc.pdf,FALSE,Migration,50.1,1
/R&D/DE/Doc50_2/fileloc.pdf,FALSE,Migration,50.2,2
/R&D/DE/Doc50_3/fileloc.pdf,TRUE,Migration,50.3,3
/R&D/DE/Doc50_4/fileloc.pdf,TRUE,Migration,50.4,4
/R&D/DK/Doc51_1/fileloc.pdf,FALSE,Migration,51.1,1
/R&D/DK/Doc51_2/fileloc.pdf,TRUE,Migration,51.2,2
/R&D/DK/Doc51_3/fileloc.pdf,TRUE,Migration,51.3,3
/R&D/DK/Doc51_4/fileloc.pdf,FALSE,Migration,51.4,4
/R&D/CH/Doc52_1/fileloc.pdf,TRUE,Migration,52.1,1
/R&D/CH/Doc52_2/fileloc.pdf,FALSE,Migration,52.2,2
/R&D/CH/Doc52_3/fileloc.pdf,TRUE,Migration,52.3,3
/R&D/CH/Doc52_4/fileloc.pdf,FALSE,Migration,52.4,4
/R&D/UK/Doc53_1/fileloc.pdf,FALSE,Migration,53.1,1
/R&D/UK/Doc53_2/fileloc.pdf,FALSE,Migration,53.2,2
/R&D/UK/Doc53_3/fileloc.pdf,FALSE,Migration,53.3,3
/R&D/UK/Doc53_4/fileloc.pdf,TRUE,Migration,53.4,4
/R&D/ES/Doc54_1/fileloc.pdf,FALSE,Migration,54.1,1
/R&D/ES/Doc54_2/fileloc.pdf,TRUE,Migration,54.2,2
/R&D/ES/Doc54_3/fileloc.pdf,TRUE,Migration,54.3,3
/R&D/ES/Doc54_4/fileloc.pdf,TRUE,Migration,54.4,4
/R&D/DE/Doc55_1/fileloc.pdf,FALSE,Migration,55.1,1
/R&D/DE/Doc55_2/fileloc.pdf,FALSE,Migration,55.2,2
/R&D/DE/Doc55_3/fileloc.pdf,TRUE,Migration,55.3,3
/R&D/DE/Doc55_4/fileloc.pdf,TRUE,Migration,55.4,4
/R&D/DK/Doc56_1/fileloc.pdf,FALSE,Migration,56.1,1
/R&D/DK/Doc56_2/fileloc.pdf,TRUE,Migration,56.2,2
/R&D/DK/Doc56_3/fileloc.pdf,FALSE,Migration,56.3,3
/R&D/DK/Doc56_4/fileloc.pdf,FALSE,Migration,56.4,4
/R&D/CH/Doc57_1/fileloc.pdf,TRUE,Migration,57.1,1
/R&D/CH/Doc57_2/fileloc.pdf,TRUE,Migration,57.2,2
/R&D/CH/Doc57_3/fileloc.pdf,TRUE,Migration,57.3,3
/R&D/CH/Doc57_4/fileloc.pdf,FALSE,Migration,57.4,4
/R&D/UK/Doc58_1/fileloc.pdf,FALSE,Migration,58.1,1
/R&D/UK/Doc58_2/fileloc.pdf,FALSE,Migration,58.2,2
/R&D/UK/Doc58_3/fileloc.pdf,FALSE,Migration,58.3,3
/R&D/UK/Doc58_4/fileloc.pdf,TRUE,Migration,58.4,4
/R&D/ES/Doc59_1/fileloc.pdf,FALSE,Migration,59.1,1
/R&D/ES/Doc59_2/fileloc.pdf,FALSE,Migration,59.2,2
/R&D/ES/Doc59_3/fileloc.pdf,TRUE,Migration,59.3,3
/R&D/ES/Doc59_4/fileloc.pdf,FALSE,Migration,59.4,4
/R&D/DE/Doc60_1/fileloc.pdf,FALSE,Migration,60.1,1
/R&D/DE/Doc60_2/fileloc.pdf,TRUE,Migration,60.2,2
/R&D/DE/Doc60_3/fileloc.pdf,FALSE,Migration,60.3,3
/R&D/DE/Doc60_4/fileloc.pdf,FALSE,Migration,60.4,4
/R&D/DK/Doc61_1/fileloc.pdf,FALSE,Migration,61.1,1
/R&D/DK/Doc61_2/fileloc.pdf,FALSE,Migration,61.2,2
/R&D/DK/Doc61_3/fileloc.pdf,TRUE,Migration,61.3,3
/R&D/DK/Doc61_4/fileloc.pdf,FALSE,Migration,61.4,4
/R&D/CH/Doc62_1/fileloc.pdf,TRUE,Migration,62.1,1
/R&D/CH/Doc62_2/fileloc.pdf,FALSE,Migration,62.2,2
/R&D/CH/Doc62_3/fileloc.pdf,FALSE,Migration,62.3,3
/R&D/CH/Doc62_4/fileloc.pdf,TRUE,Migration,62.4,4
/R&D/UK/Doc63_1/fileloc.pdf,TRUE,Migration,63.1,1
/R&D/UK/Doc63_2/fileloc.pdf,TRUE,Migration,63.2,2
/R&D/UK/Doc63_3/fileloc.pdf,TRUE,Migration,63.3,3
/R&D/UK/Doc63_4/fileloc.pdf,TRUE,Migration,63.4,4
/R&D/ES/Doc64_1/fileloc.pdf,FALSE,Migration,64.1,1
/R&D/ES/Doc64_2/fileloc.pdf,FALSE,Migration,64.2,2
/R&D/ES/Doc64_3/fileloc.pdf,FALSE,Migration,64.3,3
/R&D/ES/Doc64_4/fileloc.pdf,TRUE,Migration,64.4,4
/R&D/DE/Doc65_1/fileloc.pdf,TRUE,Migration,65.1,1
/R&D/DE/Doc65_2/fileloc.pdf,TRUE,Migration,65.2,2
/R&D/DE/Doc65_3/fileloc.pdf,FALSE,Migration,65.3,3
/R&D/DE/Doc65_4/fileloc.pdf,TRUE,Migration,65.4,4
/R&D/DK/Doc66_1/fileloc.pdf,TRUE,Migration,66.1,1
/R&D/DK/Doc66_2/fileloc.pdf,TRUE,Migration,66.2,2
/R&D/DK/Doc66_3/fileloc.pdf,FALSE,Migration,66.3,3
/R&D/DK/Doc66_4/fileloc.pdf,TRUE,Migration,66.4,4
/R&D/CH/Doc67_1/fileloc.pdf,FALSE,Migration,67.1,1
/R&D/CH/Doc67_2/fileloc.pdf,TRUE,Migration,67.2,2
/R&D/CH/Doc67_3/fileloc.pdf,FALSE,Migration,67.3,3
/R&D/CH/Doc67_4/fileloc.pdf,TRUE,Migration,67.4,4
/R&D/UK/Doc68_1/fileloc.pdf,TRUE,Migration,68.1,1
/R&D/UK/Doc68_2/fileloc.pdf,FALSE,Migration,68.2,2
/R&D/UK/Doc68_3/fileloc.pdf,TRUE,Migration,68.3,3
/R&D/UK/Doc68_4/fileloc.pdf,FALSE,Migration,68.4,4
/R&D/ES/Doc69_1/fileloc.pdf,TRUE,Migration,69.1,1
/R&D/ES/Doc69_2/fileloc.pdf,TRUE,Migration,69.2,2
/R&D/ES/Doc69_3/fileloc.pdf,FALSE,Migration,69.3,3
/R&D/ES/Doc69_4/fileloc.pdf,FALSE,Migration,69.4,4
/R&D/DE/Doc70_1/fileloc.pdf,TRUE,Migration,70.1,1
/R&D/DE/Doc70_2/fileloc.pdf,TRUE,Migration,70.2,2
/R&D/DE/Doc70_3/fileloc.pdf,TRUE,Migration,70.3,3
/R&D/DE/Doc70_4/fileloc.pdf,TRUE,Migration,70.4,4
/R&D/DK/Doc71_1/fileloc.pdf,TRUE,Migration,71.1,1
/R&D/DK/Doc71_2/fileloc.pdf,TRUE,Migration,71.2,2
/R&D/DK/Doc71_3/fileloc.pdf,TRUE,Migration,71.3,3
/R&D/DK/Doc71_4/fileloc.pdf,TRUE,Migration,71.4,4
/R&D/CH/Doc72_1/fileloc.pdf,FALSE,Migration,72.1,1
/R&D/CH/Doc72_2/fileloc.pdf,TRUE,Migration,72.2,2
/R&D/CH/Doc72_3/fileloc.pdf,FALSE,Migration,72.3,3
/R&D/CH/Doc72_4/fileloc.pdf,FALSE,Migration,72.4,4
/R&D/UK/Doc73_1/fileloc.pdf,TRUE,Migration,73.1,1
/R&D/UK/Doc73_2/fileloc.pdf,TRUE,Migration,73.2,2
/R&D/UK/Doc73_3/fileloc.pdf,FALSE,Migration,73.3,3
/R&D/UK/Doc73_4/fileloc.pdf,FALSE,Migration,73.4,4
/R&D/ES/Doc74_1/fileloc.pdf,TRUE,Migration,74.1,1
/R&D/ES/Doc74_2/fileloc.pdf,TRUE,Migration,74.2,2
/R&D/ES/Doc74_3/fileloc.pdf,FALSE,Migration,74.3,3
/R&D/ES/Doc74_4/fileloc.pdf,FALSE,Migration,74.4,4
/R&D/DE/Doc75_1/fileloc.pdf,TRUE,Migration,75.1,1
/R&D/DE/Doc75_2/fileloc.pdf,FALSE,Migration,75.2,2
/R&D/DE/Doc75_3/fileloc.pdf,FALSE,Migration,75.3,3
/R&D/DE/Doc75_4/fileloc.pdf,TRUE,Migration,75.4,4
/R&D/DK/Doc76_1/fileloc.pdf,TRUE,Migration,76.1,1
/R&D/DK/Doc76_2/fileloc.pdf,TRUE,Migration,76.2,2
/R&D/DK/Doc76_3/fileloc.pdf,TRUE,Migration,76.3,3
/R&D/DK/Doc76_4/fileloc.pdf,FALSE,Migration,76.4,4
/R&D/CH/Doc77_1/fileloc.pdf,FALSE,Migration,77.1,1
/R&D/CH/Doc77_2/fileloc.pdf,FALSE,Migration,77.2,2
/R&D/CH/Doc77_3/fileloc.pdf,FALSE,Migration,77.3,3
/R&D/CH/Doc77_4/fileloc.pdf,FALSE,Migration,77.4,4
/R&D/UK/Doc78_1/fileloc.pdf,FALSE,Migration,78.1,1
/R&D/UK/Doc78_2/fileloc.pdf,FALSE,Migration,78.2,2
/R&D/UK/Doc78_3/fileloc.pdf,FALSE,Migration,78.3,3
/R&D/UK/Doc78_4/fileloc.pdf,TRUE,Migration,78.4,4
/R&D/ES/Doc79_1/fileloc.pdf,TRUE,Migration,79.1,1
/R&D/ES/Doc79_2/fileloc.pdf,FALSE,Migration,79.2,2
/R&D/ES/Doc79_3/fileloc.pdf,TRUE,Migration,79.3,3
/R&D/ES/Doc79_4/fileloc.pdf,TRUE,Migration,79.4,4
/R&D/DE/Doc80_1/fileloc.pdf,TRUE,Migration,80.1,1
/R&D/DE/Doc80_2/fileloc.pdf,FALSE,Migration,80.2,2
/R&D/DE/Doc80_3/fileloc.pdf,TRUE,Migration,80.3,3
/R&D/DE/Doc80_4/fileloc.pdf,FALSE,Migration,80.4,4
/R&D/DK/Doc81_1/fileloc.pdf,TRUE,Migration,81.1,1
/R&D/DK/Doc81_2/fileloc.pdf,TRUE,Migration,81.2,2
/R&D/DK/Doc81_3/fileloc.pdf,FALSE,Migration,81.3,3
/R&D/DK/Doc81_4/fileloc.pdf,FALSE,Migration,81.4,4
/R&D/CH/Doc82_1/fileloc.pdf,FALSE,Migration,82.1,1
/R&D/CH/Doc82_2/fileloc.pdf,TRUE,Migration,82.2,2
/R&D/CH/Doc82_3/fileloc.pdf,FALSE,Migration,82.3,3
/R&D/CH/Doc82_4/fileloc.pdf,FALSE,Migration,82.4,4
/R&D/UK/Doc83_1/fileloc.pdf,TRUE,Migration,83.1,1
/R&D/UK/Doc83_2/fileloc.pdf,TRUE,Migration,83.2,2
/R&D/UK/Doc83_3/fileloc.pdf,FALSE,Migration,83.3,3
/R&D/UK/Doc83_4/fileloc.pdf,FALSE,Migration,83.4,4
/R&D/ES/Doc84_1/fileloc.pdf,FALSE,Migration,84.1,1
/R&D/ES/Doc84_2/fileloc.pdf,FALSE,Migration,84.2,2
/R&D/ES/Doc84_3/fileloc.pdf,TRUE,Migration,84.3,3
/R&D/ES/Doc84_4/fileloc.pdf,FALSE,Migration,84.4,4
/R&D/DE/Doc85_1/fileloc.pdf,TRUE,Migration,85.1,1
/R&D/DE/Doc85_2/fileloc.pdf,FALSE,Migration,85.2,2
/R&D/DE/Doc85_3/fileloc.pdf,TRUE,Migration,85.3,3
/R&D/DE/Doc85_4/fileloc.pdf,FALSE,Migration,85.4,4
/R&D/DK/Doc86_1/fileloc.pdf,TRUE,Migration,86.1,1
/R&D/DK/Doc86_2/fileloc.pdf,FALSE,Migration,86.2,2
/R&D/DK/Doc86_3/fileloc.pdf,TRUE,Migration,86.3,3
/R&D/DK/Doc86_4/fileloc.pdf,TRUE,Migration,86.4,4
/R&D/CH/Doc87_1/fileloc.pdf,FALSE,Migration,87.1,1
/R&D/CH/Doc87_2/fileloc.pdf,FALSE,Migration,87.2,2
/R&D/CH/Doc87_3/fileloc.pdf,TRUE,Migration,87.3,3
/R&D/CH/Doc87_4/fileloc.pdf,TRUE,Migration,87.4,4
/R&D/UK/Doc88_1/fileloc.pdf,TRUE,Migration,88.1,1
/R&D/UK/Doc88_2/fileloc.pdf,FALSE,Migration,88.2,2
/R&D/UK/Doc88_3/fileloc.pdf,TRUE,Migration,88.3,3
/R&D/UK/Doc88_4/fileloc.pdf,FALSE,Migration,88.4,4
/R&D/ES/Doc89_1/fileloc.pdf,FALSE,Migration,89.1,1
/R&D/ES/Doc89_2/fileloc.pdf,TRUE,Migration,89.2,2
/R&D/ES/Doc89_3/fileloc.pdf,TRUE,Migration,89.3,3
/R&D/ES/Doc89_4/fileloc.pdf,FALSE,Migration,89.4,4
/R&D/DE/Doc90_1/fileloc.pdf,TRUE,Migration,90.1,1
/R&D/DE/Doc90_2/fileloc.pdf,FALSE,Migration,90.2,2
